"","nearest_region_name","time","total_precipitation"
"336","Angola","2021-08-01",1037.99965564907
"337","Antarctica","2017-01-01",806.717719856358
"338","Antarctica","2017-02-01",864.769326737936
"339","Antarctica","2017-03-01",1377.79028269404
"340","Antarctica","2017-04-01",2073.32377800276
"341","Antarctica","2017-05-01",2752.067659188
"342","Antarctica","2017-06-01",4626.39690959011
"343","Antarctica","2017-07-01",5123.92017553217
"344","Antarctica","2017-08-01",5169.84565807099
"345","Antarctica","2017-09-01",3421.20318033983
"346","Antarctica","2017-10-01",2106.68994012353
"347","Antarctica","2017-11-01",1239.92139890144
"348","Antarctica","2017-12-01",802.585782747483
"349","Antarctica","2018-01-01",1002.97964846127
"350","Antarctica","2018-02-01",618.10788522294
"351","Antarctica","2018-03-01",1471.88898818556
"352","Antarctica","2018-04-01",1875.7037620726
"353","Antarctica","2018-05-01",3174.48958423076
"354","Antarctica","2018-06-01",4199.7022150436
"355","Antarctica","2018-07-01",5932.28691728797
"356","Antarctica","2018-08-01",5466.07918937504
"357","Antarctica","2018-09-01",3474.75651433755
"358","Antarctica","2018-10-01",1539.53060150059
"359","Antarctica","2018-11-01",1625.90875337605
"360","Antarctica","2018-12-01",952.856100079895
"361","Antarctica","2019-01-01",773.114493556146
"362","Antarctica","2019-02-01",1102.61397802277
"363","Antarctica","2019-03-01",1234.28286991298
"364","Antarctica","2019-04-01",2135.92477658414
"365","Antarctica","2019-05-01",2899.98636895604
"366","Antarctica","2019-06-01",4681.27624601312
"367","Antarctica","2019-07-01",5159.11112628318
"368","Antarctica","2019-08-01",4495.65373149945
"369","Antarctica","2019-09-01",2848.94981313148
"370","Antarctica","2019-10-01",2026.77736013266
"371","Antarctica","2019-11-01",1073.60038823972
"372","Antarctica","2019-12-01",1070.80448291043
"373","Antarctica","2020-01-01",1421.15414920903
"374","Antarctica","2020-02-01",1527.15578805658
"375","Antarctica","2020-03-01",1931.47575200617
"376","Antarctica","2020-04-01",1654.26475525682
"377","Antarctica","2020-05-01",3447.3224764081
"378","Antarctica","2020-06-01",5527.40629278374
"379","Antarctica","2020-07-01",6499.74110325053
"380","Antarctica","2020-08-01",5943.14755222877
"381","Antarctica","2020-09-01",4526.90489545884
"382","Antarctica","2020-10-01",2013.150265845
"383","Antarctica","2020-11-01",1462.73174681794
"384","Antarctica","2020-12-01",717.169656736485
"385","Antarctica","2021-01-01",669.426755709574
"386","Antarctica","2021-02-01",1406.72506495821
"387","Antarctica","2021-03-01",1544.45156712411
